,Date,Time,Transaction,Item
132,2016-10-30,13:24:00,62,Pick and Mix Bowls
133,2016-10-30,13:24:00,62,Hearty & Seasonal
134,2016-10-30,13:24:00,62,Hearty & Seasonal
135,2016-10-30,13:24:00,62,Coffee
136,2016-10-30,13:24:00,62,Smoothies
137,2016-10-30,13:24:00,62,Coffee
138,2016-10-30,13:33:12,63,Coffee
139,2016-10-30,13:34:07,64,Cake
140,2016-10-30,13:37:25,65,NONE
141,2016-10-30,13:37:25,65,Tartine
142,2016-10-30,13:37:25,65,Mighty Protein
143,2016-10-30,13:37:25,65,Tea
144,2016-10-30,13:37:25,65,Coffee
145,2016-10-30,13:40:20,66,Hearty & Seasonal
146,2016-10-30,13:40:20,66,Frittata
147,2016-10-30,13:40:20,66,Mineral water
148,2016-10-30,13:46:48,67,Hearty & Seasonal
149,2016-10-30,13:46:48,67,NONE
150,2016-10-30,13:46:48,67,Mineral water
151,2016-10-30,13:46:48,67,Muffin
152,2016-10-30,13:49:36,68,Frittata
153,2016-10-30,13:49:36,68,Coffee
154,2016-10-30,13:49:36,68,Tea
155,2016-10-30,13:49:36,68,Scandinavian
156,2016-10-30,13:49:36,68,Chicken sand
157,2016-10-30,13:51:49,69,Bread
158,2016-10-30,13:51:49,69,Tea
159,2016-10-30,13:51:49,69,Victorian Sponge
160,2016-10-30,13:54:42,70,Fudge
161,2016-10-30,13:56:08,71,Muffin
162,2016-10-30,14:21:38,72,Coffee
163,2016-10-30,14:21:38,72,Bread
164,2016-10-30,14:22:39,73,Bread
165,2016-10-30,14:24:03,74,Coffee
166,2016-10-30,14:24:03,74,Bread
167,2016-10-30,14:32:26,75,NONE
168,2016-10-30,14:32:26,75,Jam
169,2016-10-30,14:32:26,75,Frittata
170,2016-10-30,14:32:49,76,Coffee
171,2016-10-30,14:35:36,77,Scandinavian
172,2016-10-30,14:42:29,78,Fudge
173,2016-10-30,14:45:44,79,Fudge
174,2016-10-30,14:45:44,79,Tea
175,2016-10-30,14:45:44,79,Coffee
176,2016-10-30,14:45:44,79,Muffin
177,2016-10-30,14:48:40,80,Frittata
178,2016-10-30,14:48:40,80,Bread
179,2016-10-30,14:48:40,80,Coffee
180,2016-10-31,08:28:31,81,Coffee
181,2016-10-31,08:28:31,81,Cake
182,2016-10-31,08:47:05,82,Tartine
183,2016-10-31,08:47:05,82,NONE
184,2016-10-31,08:47:05,82,Bread
185,2016-10-31,08:57:47,83,Coffee
186,2016-10-31,08:57:47,83,Bread
187,2016-10-31,09:04:06,84,Bread
188,2016-10-31,09:10:09,85,Coffee
189,2016-10-31,09:10:09,85,Coffee
190,2016-10-31,09:10:09,85,Pastry
191,2016-10-31,09:10:09,85,Medialuna
192,2016-10-31,09:11:08,86,Juice
193,2016-10-31,09:12:56,87,Bread
194,2016-10-31,09:16:01,88,Coffee
195,2016-10-31,09:16:01,88,Coffee
196,2016-10-31,09:16:01,88,Jam
197,2016-10-31,09:19:41,89,Bread
198,2016-10-31,09:20:12,90,Bread
199,2016-10-31,09:20:12,90,Coffee
200,2016-10-31,09:22:48,91,Tea
201,2016-10-31,09:22:48,91,NONE
202,2016-10-31,09:27:11,92,Coffee
203,2016-10-31,09:29:23,93,Bread
204,2016-10-31,09:29:23,93,Coke
205,2016-10-31,09:39:09,94,Coffee
206,2016-10-31,09:39:09,94,Coffee
207,2016-10-31,09:43:37,95,Tea
208,2016-10-31,09:43:37,95,Pastry
209,2016-10-31,09:43:37,95,Farm House
210,2016-10-31,09:46:48,96,Pastry
211,2016-10-31,09:46:48,96,Pastry
212,2016-10-31,09:46:48,96,Coffee
213,2016-10-31,09:46:48,96,Juice
214,2016-10-31,09:51:11,97,Coffee
215,2016-10-31,09:51:11,97,Pastry
216,2016-10-31,09:51:11,97,Juice
217,2016-10-31,09:52:22,98,Farm House
218,2016-10-31,09:56:37,99,Pastry
219,2016-10-31,09:56:37,99,Pastry
220,2016-10-31,09:56:37,99,Coffee
221,2016-10-31,09:56:37,99,Bread
222,2016-10-31,09:58:06,100,Bread
223,2016-10-31,10:04:02,101,Coffee
224,2016-10-31,10:04:02,101,Pastry
225,2016-10-31,10:04:44,102,Farm House
226,2016-10-31,10:07:40,103,NONE
227,2016-10-31,10:07:40,103,Bread
228,2016-10-31,10:12:48,104,Coffee
229,2016-10-31,10:12:48,104,Coffee
230,2016-10-31,10:12:48,104,Medialuna
231,2016-10-31,10:12:48,104,Muffin
232,2016-10-31,10:12:48,104,Coffee
233,2016-10-31,10:21:29,105,Coffee
234,2016-10-31,10:21:29,105,Tea
235,2016-10-31,10:21:29,105,NONE
236,2016-10-31,10:21:29,105,Cake
237,2016-10-31,10:24:21,106,Coffee
238,2016-10-31,10:24:21,106,Coffee
239,2016-10-31,10:24:21,106,Pastry
240,2016-10-31,10:24:21,106,Pastry
241,2016-10-31,10:27:30,107,Coffee
242,2016-10-31,10:27:30,107,Tea
243,2016-10-31,10:31:05,108,Farm House
244,2016-10-31,10:31:05,108,Muffin
245,2016-10-31,10:35:23,109,Bread
246,2016-10-31,10:35:23,109,Muffin
247,2016-10-31,10:35:23,109,Pastry
248,2016-10-31,10:36:37,110,Pastry
249,2016-10-31,10:38:09,111,Coffee
250,2016-10-31,10:59:17,112,Coffee
251,2016-10-31,11:02:37,113,Coffee
252,2016-10-31,11:02:37,113,Cake
253,2016-10-31,11:05:45,114,Farm House
254,2016-10-31,11:08:53,115,Bread
255,2016-10-31,11:11:01,116,Coffee
256,2016-10-31,11:13:08,117,Cookies
257,2016-10-31,11:13:08,117,Cake
258,2016-10-31,11:13:08,117,Coffee
259,2016-10-31,11:13:08,117,My-5 Fruit Shoot
260,2016-10-31,11:18:29,118,Cookies
261,2016-10-31,11:18:29,118,Cookies
262,2016-10-31,11:18:29,118,Tea
263,2016-10-31,11:18:29,118,Pastry
264,2016-10-31,11:25:56,119,Coffee
265,2016-10-31,11:25:56,119,Coffee
266,2016-10-31,11:25:56,119,Muffin
267,2016-10-31,11:29:01,120,Farm House
268,2016-10-31,11:30:59,121,Coffee
269,2016-10-31,11:30:59,121,Bread
270,2016-10-31,11:37:30,122,Cookies
271,2016-10-31,11:42:05,123,Jam
272,2016-10-31,11:42:05,123,NONE
273,2016-10-31,11:42:05,123,Coffee
274,2016-10-31,11:42:05,123,Coffee
275,2016-10-31,11:42:05,123,Juice
276,2016-10-31,11:43:10,124,Coffee
277,2016-10-31,11:43:10,124,Soup
278,2016-10-31,11:47:18,125,Tea
279,2016-10-31,11:52:43,126,Coffee
280,2016-10-31,11:52:43,126,Jam
281,2016-10-31,11:53:11,127,Farm House
282,2016-10-31,11:55:00,128,NONE
283,2016-10-31,11:55:00,128,Tartine
284,2016-10-31,11:55:00,128,Coffee
285,2016-10-31,11:55:00,128,Tea
286,2016-10-31,11:59:23,129,Coffee
287,2016-10-31,11:59:23,129,Coffee
288,2016-10-31,11:59:23,129,Cake
289,2016-10-31,12:03:12,130,Coffee
290,2016-10-31,12:03:12,130,Coffee
291,2016-10-31,12:03:12,130,Muffin
292,2016-10-31,12:08:28,131,Bread
293,2016-10-31,12:08:28,131,Coffee
294,2016-10-31,12:14:20,132,Tea
295,2016-10-31,12:14:20,132,Juice
296,2016-10-31,12:14:20,132,Pick and Mix Bowls
297,2016-10-31,12:14:20,132,Cookies
298,2016-10-31,12:16:32,133,Hearty & Seasonal
299,2016-10-31,12:16:32,133,Soup
300,2016-10-31,12:19:37,134,Hearty & Seasonal
301,2016-10-31,12:19:37,134,Tea
302,2016-10-31,12:19:37,134,Farm House
303,2016-10-31,12:20:21,135,Bread
304,2016-10-31,12:27:41,136,Tea
305,2016-10-31,12:27:41,136,Soup
306,2016-10-31,12:37:07,137,Farm House
307,2016-10-31,12:43:35,138,Soup
308,2016-10-31,12:43:35,138,Hearty & Seasonal
309,2016-10-31,12:43:35,138,Coffee
310,2016-10-31,12:50:57,139,Bread
311,2016-10-31,12:50:57,139,Muffin
312,2016-10-31,12:50:57,139,Hearty & Seasonal
313,2016-10-31,12:53:33,140,Coffee
314,2016-10-31,12:53:33,140,Coffee
315,2016-10-31,12:53:33,140,Cookies
316,2016-10-31,12:54:28,141,Bread
317,2016-10-31,12:56:47,142,Tea
318,2016-10-31,12:56:47,142,Muffin
319,2016-10-31,12:59:08,143,Tea
320,2016-10-31,13:02:11,144,Soup
321,2016-10-31,13:02:11,144,Hearty & Seasonal
322,2016-10-31,13:05:49,145,Coffee
323,2016-10-31,13:05:49,145,Tea
324,2016-10-31,13:05:49,145,Focaccia
325,2016-10-31,13:08:30,146,Sandwich
326,2016-10-31,13:09:31,147,Tartine
327,2016-10-31,13:09:31,147,Coffee
328,2016-10-31,13:21:17,148,Fudge
329,2016-10-31,13:21:17,148,Coffee
330,2016-10-31,13:21:17,148,Coffee
331,2016-10-31,13:26:03,149,Coffee
332,2016-10-31,13:31:33,150,Bread
333,2016-10-31,13:50:17,151,Coke
334,2016-10-31,13:50:17,151,Soup
335,2016-10-31,13:51:18,152,Muffin
336,2016-10-31,13:55:22,153,Tea
337,2016-10-31,13:55:22,153,Coffee
338,2016-10-31,13:55:22,153,Cookies
339,2016-10-31,13:55:22,153,Muffin
340,2016-10-31,14:00:21,154,Mighty Protein
341,2016-10-31,14:00:21,154,Hearty & Seasonal
342,2016-10-31,14:00:21,154,Coffee
343,2016-10-31,14:00:21,154,Coke
344,2016-10-31,14:01:30,155,Tea
345,2016-10-31,14:01:30,155,Muffin
346,2016-10-31,14:01:30,155,Sandwich
347,2016-10-31,14:04:16,156,Coffee
348,2016-10-31,14:04:16,156,Muffin
349,2016-10-31,14:05:07,157,Coffee
350,2016-10-31,14:05:07,157,Bread
351,2016-10-31,14:20:29,158,Coffee
352,2016-10-31,14:20:29,158,Muffin
353,2016-10-31,14:22:31,159,Bread
354,2016-10-31,14:22:31,159,Hot chocolate
355,2016-10-31,14:22:31,159,Cookies
356,2016-10-31,14:35:27,160,Mineral water
357,2016-10-31,14:35:27,160,Muffin
358,2016-10-31,14:42:34,161,Tea
359,2016-10-31,14:44:48,162,Muffin
360,2016-10-31,14:47:16,163,Coffee
361,2016-10-31,14:47:16,163,Juice
362,2016-10-31,14:47:36,164,Coffee
363,2016-10-31,14:47:36,164,Muffin
364,2016-10-31,14:48:49,165,Tea
365,2016-10-31,14:49:28,166,Coffee
366,2016-10-31,14:49:28,166,Muffin
367,2016-10-31,14:50:42,167,Sandwich
368,2016-10-31,14:50:42,167,Hearty & Seasonal
369,2016-10-31,14:50:42,167,Bread
370,2016-10-31,14:50:42,167,Mineral water
371,2016-10-31,14:56:25,168,Tea
372,2016-10-31,14:56:25,168,Coffee
373,2016-10-31,15:05:17,169,Mineral water
374,2016-10-31,15:16:49,170,Coffee
375,2016-10-31,15:20:16,171,Soup
376,2016-10-31,15:20:16,171,Tea
377,2016-10-31,17:06:47,172,Bread
378,2016-10-31,17:06:47,172,Coffee
379,2016-10-31,17:08:09,173,Bread
380,2016-10-31,17:08:09,173,Muffin
381,2016-10-31,17:40:21,174,Coffee
382,2016-10-31,17:49:42,175,Bread
383,2016-10-31,18:22:24,176,Cookies
384,2016-10-31,18:22:24,176,Coffee
385,2016-11-01,07:51:20,178,Coffee
386,2016-11-01,07:51:20,178,Pastry
387,2016-11-01,08:20:50,179,Coffee
388,2016-11-01,08:20:50,179,Pastry
389,2016-11-01,08:22:28,180,Jam
390,2016-11-01,08:22:28,180,Tea
391,2016-11-01,08:45:20,181,Tea
392,2016-11-01,08:45:20,181,Tea
393,2016-11-01,09:07:47,182,Pastry
394,2016-11-01,09:07:47,182,Pastry
395,2016-11-01,09:07:47,182,Ella's Kitchen Pouches
396,2016-11-01,09:09:26,183,Pastry
397,2016-11-01,09:26:03,184,Farm House
398,2016-11-01,09:26:03,184,NONE
399,2016-11-01,09:26:03,184,Tea
400,2016-11-01,09:29:25,185,Tea
401,2016-11-01,09:29:25,185,Victorian Sponge
402,2016-11-01,09:43:13,186,Tea
403,2016-11-01,09:43:13,186,Pastry
404,2016-11-01,10:02:27,187,Bread
405,2016-11-01,10:04:05,188,Coffee
406,2016-11-01,10:29:02,189,Bread
407,2016-11-01,10:29:02,189,Coffee
408,2016-11-01,10:34:53,190,Coffee
409,2016-11-01,10:34:53,190,Pastry
410,2016-11-01,10:34:53,190,Pastry
411,2016-11-01,10:50:50,191,Soup
412,2016-11-01,10:50:50,191,Tea
413,2016-11-01,10:56:08,192,NONE
414,2016-11-01,10:56:08,192,Bread
415,2016-11-01,11:00:48,193,Coffee
416,2016-11-01,11:04:36,194,Bread
417,2016-11-01,11:04:36,194,Bread
418,2016-11-01,11:06:09,195,Bread
419,2016-11-01,11:06:09,195,NONE
420,2016-11-01,11:06:09,195,Scandinavian
421,2016-11-01,11:08:18,196,Bread
422,2016-11-01,11:08:18,196,Cake
423,2016-11-01,11:08:18,196,Cookies
424,2016-11-01,11:10:11,197,Coffee
425,2016-11-01,11:10:11,197,Coffee
426,2016-11-01,11:10:11,197,Tea
427,2016-11-01,11:11:58,198,Coffee
428,2016-11-01,11:11:58,198,Cookies
429,2016-11-01,11:13:20,199,Coffee
430,2016-11-01,11:16:30,200,Bread
431,2016-11-01,11:22:36,201,NONE
432,2016-11-01,11:22:36,201,Coffee
433,2016-11-01,11:22:36,201,Pastry
434,2016-11-01,11:23:19,202,Coffee
435,2016-11-01,11:23:19,202,Coffee
436,2016-11-01,11:25:53,203,Coffee
437,2016-11-01,11:30:00,204,Scandinavian
438,2016-11-01,11:30:00,204,Bread
439,2016-11-01,11:49:31,205,Coffee
440,2016-11-01,11:49:31,205,Coffee
441,2016-11-01,11:49:31,205,Pastry
442,2016-11-01,11:54:17,206,Scandinavian
443,2016-11-01,11:54:17,206,Coffee
444,2016-11-01,11:54:17,206,Pastry
445,2016-11-01,12:03:37,207,Hearty & Seasonal
446,2016-11-01,12:03:37,207,Coffee
447,2016-11-01,12:03:37,207,Muffin
448,2016-11-01,12:10:09,208,Bread
449,2016-11-01,12:10:38,209,Coffee
450,2016-11-01,12:12:26,210,Scandinavian
451,2016-11-01,12:15:36,211,Soup
452,2016-11-01,12:15:36,211,Coffee
453,2016-11-01,12:20:30,212,Coffee
454,2016-11-01,12:20:30,212,Cookies
455,2016-11-01,12:20:30,212,Tartine
456,2016-11-01,12:22:04,213,Bread
457,2016-11-01,12:26:43,214,Bread
458,2016-11-01,12:26:43,214,Tea
459,2016-11-01,12:26:43,214,Tea
460,2016-11-01,12:30:30,215,Pastry
461,2016-11-01,12:30:30,215,Coffee
462,2016-11-01,12:31:30,216,Tartine
463,2016-11-01,12:31:30,216,Coffee
464,2016-11-01,12:33:31,217,Bread
465,2016-11-01,12:33:31,217,Cookies
466,2016-11-01,12:37:29,218,Sandwich
467,2016-11-01,12:41:16,219,Tartine
468,2016-11-01,12:49:16,220,Bread
469,2016-11-01,12:49:16,220,Pastry
470,2016-11-01,12:53:18,221,Bread
471,2016-11-01,12:53:18,221,Scandinavian
472,2016-11-01,13:08:46,222,Scandinavian
473,2016-11-01,13:11:34,223,Alfajores
474,2016-11-01,13:11:34,223,Coffee
475,2016-11-01,13:15:08,224,Coffee
476,2016-11-01,13:19:00,225,Coffee
477,2016-11-01,13:19:00,225,Coke
478,2016-11-01,13:19:00,225,Soup
479,2016-11-01,13:21:52,226,Cake
480,2016-11-01,13:31:35,227,Tea
481,2016-11-01,13:31:35,227,Sandwich
482,2016-11-01,13:31:35,227,Soup
483,2016-11-01,13:33:54,228,Coffee
484,2016-11-01,13:37:48,229,Hearty & Seasonal
485,2016-11-01,13:37:48,229,Bread
486,2016-11-01,13:41:53,230,Alfajores
487,2016-11-01,13:45:21,231,Cake
488,2016-11-01,14:10:03,232,Tea
489,2016-11-01,14:10:03,232,Tea
490,2016-11-01,14:10:03,232,Bread
491,2016-11-01,14:13:26,233,Coffee
492,2016-11-01,14:13:26,233,Tea
493,2016-11-01,14:13:26,233,Bread
494,2016-11-01,14:13:26,233,Soup
495,2016-11-01,14:14:01,234,Coffee
496,2016-11-01,14:14:01,234,Coffee
497,2016-11-01,14:18:52,235,Scandinavian
498,2016-11-01,14:22:07,236,Fudge
499,2016-11-01,14:25:14,237,Coffee
500,2016-11-01,14:25:14,237,Sandwich
501,2016-11-01,14:37:16,238,Tea
502,2016-11-01,14:37:16,238,Bread
503,2016-11-01,14:37:16,238,Cookies
504,2016-11-01,14:37:16,238,Pastry
505,2016-11-01,14:37:26,239,Muffin
506,2016-11-01,14:42:31,240,Scandinavian
507,2016-11-01,14:54:33,241,Jam
508,2016-11-01,14:54:33,241,Tea
509,2016-11-01,15:02:23,242,Juice
510,2016-11-01,15:02:23,242,Tea
511,2016-11-01,15:02:23,242,Alfajores
512,2016-11-01,15:18:43,243,Cake
513,2016-11-01,15:18:43,243,Muffin
514,2016-11-01,15:18:43,243,Coffee
515,2016-11-01,15:18:43,243,Soup
516,2016-11-01,15:33:18,244,Hot chocolate
517,2016-11-01,15:33:18,244,Cake
518,2016-11-01,15:33:18,244,Coffee
519,2016-11-01,15:37:30,245,Cake
520,2016-11-01,15:37:30,245,Cookies
521,2016-11-01,15:48:44,246,Tea
522,2016-11-01,15:48:44,246,Bread
523,2016-11-01,16:07:11,247,Alfajores
524,2016-11-01,16:07:11,247,Coffee
525,2016-11-01,16:07:11,247,Coffee
526,2016-11-01,16:07:11,247,Coffee
527,2016-11-01,16:07:11,247,Juice
528,2016-11-01,16:08:22,248,Coffee
529,2016-11-01,16:08:22,248,Tea
530,2016-11-01,16:08:22,248,Soup
531,2016-11-01,16:10:03,249,Hot chocolate
532,2016-11-01,16:10:42,250,Cookies
533,2016-11-01,16:26:55,251,Coffee
534,2016-11-01,16:26:55,251,Medialuna
535,2016-11-01,16:28:57,252,Bread
536,2016-11-01,16:28:57,252,Eggs
537,2016-11-01,17:46:13,253,Scandinavian
538,2016-11-01,18:43:55,254,Medialuna
539,2016-11-02,08:02:20,255,Coffee
540,2016-11-02,08:02:20,255,Coffee
541,2016-11-02,08:02:20,255,Pastry
542,2016-11-02,08:05:03,256,Coffee
543,2016-11-02,08:05:03,256,Bread
544,2016-11-02,08:07:05,257,Bread
545,2016-11-02,08:07:05,257,Coffee
546,2016-11-02,08:07:05,257,Pastry
547,2016-11-02,08:07:05,257,NONE
548,2016-11-02,08:08:45,258,Coffee
549,2016-11-02,08:08:45,258,Pastry
550,2016-11-02,08:11:35,259,Pastry
551,2016-11-02,08:12:03,260,Coffee
552,2016-11-02,08:12:51,261,Coffee
553,2016-11-02,08:29:04,262,Coffee
554,2016-11-02,08:29:04,262,Hot chocolate
555,2016-11-02,08:29:04,262,Pastry
556,2016-11-02,08:53:32,263,Coke
557,2016-11-02,09:02:24,264,Coffee
558,2016-11-02,09:02:24,264,Jam
559,2016-11-02,09:03:13,265,Tea
560,2016-11-02,09:05:25,266,NONE
561,2016-11-02,09:05:25,266,Bread
562,2016-11-02,09:05:25,266,Pastry
563,2016-11-02,09:18:53,267,Coffee
564,2016-11-02,09:18:53,267,Alfajores
565,2016-11-02,09:18:53,267,Farm House
566,2016-11-02,09:22:47,268,Tea
567,2016-11-02,09:22:47,268,Pastry
568,2016-11-02,09:25:31,269,Bread
569,2016-11-02,09:27:58,270,Coffee
570,2016-11-02,09:27:58,270,Jam
571,2016-11-02,09:33:47,271,Coffee
572,2016-11-02,09:33:47,271,Tea
573,2016-11-02,09:33:47,271,Coffee
574,2016-11-02,09:33:47,271,Pastry
575,2016-11-02,09:35:10,272,Farm House
576,2016-11-02,09:52:58,274,Coffee
577,2016-11-02,09:52:58,274,NONE
578,2016-11-02,09:52:58,274,Bread
579,2016-11-02,09:52:58,274,Pastry
580,2016-11-02,09:53:28,275,Farm House
581,2016-11-02,09:54:47,276,Coffee
582,2016-11-02,09:54:47,276,Coffee
583,2016-11-02,09:54:47,276,Pastry
584,2016-11-02,10:12:15,277,Farm House
585,2016-11-02,10:13:27,278,Coffee
586,2016-11-02,10:13:27,278,Pastry
587,2016-11-02,10:15:48,279,NONE
588,2016-11-02,10:15:48,279,Coffee
589,2016-11-02,10:17:22,280,Coffee
590,2016-11-02,10:17:22,280,Pastry
591,2016-11-02,10:29:56,281,Bread
592,2016-11-02,10:29:56,281,Bread
593,2016-11-02,10:37:45,282,Bread
594,2016-11-02,10:37:45,282,Coffee
595,2016-11-02,10:37:45,282,Pastry
596,2016-11-02,10:44:50,283,Pastry
597,2016-11-02,10:44:50,283,Coffee
598,2016-11-02,10:48:08,284,Coffee
599,2016-11-02,10:48:08,284,Farm House
600,2016-11-02,10:52:20,285,Farm House
601,2016-11-02,10:52:20,285,Farm House
602,2016-11-02,10:52:20,285,Pastry
603,2016-11-02,10:53:48,286,Bread
604,2016-11-02,10:53:48,286,Juice
605,2016-11-02,10:53:48,286,Alfajores
606,2016-11-02,10:56:40,287,Coffee
607,2016-11-02,10:56:40,287,Pastry
608,2016-11-02,10:59:16,288,Bread
609,2016-11-02,10:59:16,288,Alfajores
610,2016-11-02,11:00:57,289,Bread
611,2016-11-02,11:03:49,290,Coffee
612,2016-11-02,11:03:49,290,Cookies
613,2016-11-02,11:04:47,291,Coffee
614,2016-11-02,11:15:13,292,Cookies
615,2016-11-02,11:29:15,293,Hearty & Seasonal
616,2016-11-02,11:35:36,294,Coffee
617,2016-11-02,11:39:45,295,Jam
618,2016-11-02,11:39:45,295,Tartine
619,2016-11-02,11:39:45,295,Bread
620,2016-11-02,11:58:42,296,Farm House
621,2016-11-02,11:58:42,296,Scandinavian
622,2016-11-02,12:06:51,297,Hearty & Seasonal
623,2016-11-02,12:06:51,297,Coffee
624,2016-11-02,12:06:51,297,Muffin
625,2016-11-02,12:06:51,297,Scandinavian
626,2016-11-02,12:11:56,298,Tartine
627,2016-11-02,12:11:56,298,Pick and Mix Bowls
628,2016-11-02,12:11:56,298,NONE
629,2016-11-02,12:11:56,298,Coffee
630,2016-11-02,12:11:56,298,Coke
631,2016-11-02,12:14:15,299,Bread
